AssetId,AssetTag,SerialNumber,Manufacturer,Model,AssetCategoryId,DepartmentId,PurchaseDate,PurchasePrice,BookValue,VendorId,Status,Condition,RoomId,WarrantyExpiration,IsUnderWarranty,Description,LastAuditDate,RecordStatus
373,CNT-000373,SWL-MIC-2019-00373,Microsoft,AutoCAD 2024,26,46,2019-07-18,2241.82,672.36,42,Assigned,Poor,189,2022-07-17,False,Asset Microsoft AutoCAD 2024 - CNT-000373,2023-08-14,Active
374,CNT-000374,SRV-CIS-2022-00374,Cisco UCS,ProLiant DL380 Gen10,3,42,2022-10-26,32756.98,10400.08,35,Disposed,Fair,191,2027-10-25,True,Asset Cisco UCS ProLiant DL380 Gen10 - CNT-000374,2024-02-27,Active
375,CNT-000375,HHS-ZEB-2019-00375,Zebra,CT40 XP,28,18,2019-05-04,836.89,497.27,40,Assigned,Good,180,2021-05-03,True,Asset Zebra CT40 XP - CNT-000375,2023-11-25,Active
376,CNT-000376,PRN-HP-2018-00376,HP,bizhub C360i,5,29,2018-03-04,2472.28,494.53,1,Active,Good,187,2021-03-03,True,Asset HP bizhub C360i - CNT-000376,2023-06-04,Active
377,CNT-000377,CHR-HER-2021-00377,Herman Miller,Generation Chair,16,30,2021-05-26,1659.09,1490.48,3,Assigned,Good,179,2026-05-25,True,Asset Herman Miller Generation Chair - CNT-000377,2023-05-30,Active
378,CNT-000378,STR-SEA-2022-00378,Seagate,AFF A400,9,25,2022-08-06,16991.0,13137.98,8,Disposed,Good,4,2027-08-05,False,Asset Seagate AFF A400 - CNT-000378,2024-01-30,Active
379,CNT-000379,TAB-APP-2021-00379,Apple,Galaxy Tab S9,8,14,2021-12-25,503.36,318.53,25,Reserved,Fair,122,2023-12-25,True,Asset Apple Galaxy Tab S9 - CNT-000379,2023-11-27,Active
380,CNT-000380,CAM-AXI-2020-00380,Axis,P3245-V,21,4,2020-08-21,588.46,228.52,14,Active,Good,171,2025-08-20,False,Asset Axis P3245-V - CNT-000380,2024-03-20,Active
381,CNT-000381,LAP-HP-2022-00381,HP,ThinkPad X1 Carbon,1,3,2022-02-13,2930.69,314.01,45,Assigned,Good,149,2024-02-13,True,Asset HP ThinkPad X1 Carbon - CNT-000381,2024-01-16,Active
382,CNT-000382,TAB-SAM-2018-00382,Samsung,ThinkPad X12,8,49,2018-11-20,772.26,676.28,4,Active,Fair,161,2020-11-19,True,Asset Samsung ThinkPad X12 - CNT-000382,2023-06-07,Active
383,CNT-000383,PRN-BRO-2020-00383,Brother,VersaLink C405,5,29,2020-09-26,5263.77,1988.94,13,Active,Poor,188,2023-09-26,True,Asset Brother VersaLink C405 - CNT-000383,2024-01-02,Active
384,CNT-000384,STR-NET-2023-00384,NetApp,IronWolf Pro 20TB,9,13,2023-08-18,24987.74,16432.69,12,Maintenance,Fair,146,2028-08-16,False,Asset NetApp IronWolf Pro 20TB - CNT-000384,2023-11-28,Active
385,CNT-000385,STR-WD-2019-00385,WD,Gold WD201KRYZ,9,17,2019-02-17,14091.99,4742.49,24,Assigned,Excellent,139,2024-02-16,True,Asset WD Gold WD201KRYZ - CNT-000385,2024-01-24,Active
386,CNT-000386,DSG-SAM-2024-00386,Samsung,MultiSync C651Q,29,35,2024-10-08,1943.12,292.78,13,Maintenance,Excellent,100,2029-10-07,False,Asset Samsung MultiSync C651Q - CNT-000386,2023-06-07,Active
387,CNT-000387,VCF-BAR-2018-00387,Barco,Flex UC-P10,11,9,2018-02-17,8418.36,1136.66,3,Active,Good,46,2021-02-16,True,Asset Barco Flex UC-P10 - CNT-000387,2024-05-12,Active
388,CNT-000388,MON-DEL-2023-00388,Dell,Optix G27C4,4,38,2023-07-22,689.91,413.38,4,Assigned,Good,66,2026-07-21,True,Asset Dell Optix G27C4 - CNT-000388,2023-03-14,Active
389,CNT-000389,RCK-VER-2024-00389,Vertiv,BGR Series 42U,30,36,2024-02-15,6507.65,966.78,27,Lost,Fair,191,2031-02-13,False,Asset Vertiv BGR Series 42U - CNT-000389,2023-03-01,Active
390,CNT-000390,FIL-STE-2024-00390,Steelcase,Series C Lateral,17,7,2024-05-03,763.99,663.5,47,Active,Good,26,2031-05-02,True,Asset Steelcase Series C Lateral - CNT-000390,2024-01-30,Active
391,CNT-000391,MOB-SAM-2022-00391,Samsung,Galaxy S24,7,41,2022-12-18,790.63,145.8,23,Reserved,Excellent,148,2024-12-17,True,Asset Samsung Galaxy S24 - CNT-000391,2024-03-13,Active
392,CNT-000392,NET-ARU-2021-00392,Aruba,UniFi Switch Pro 48,6,39,2021-09-11,10034.21,5289.24,23,Assigned,Good,114,2026-09-10,False,Asset Aruba UniFi Switch Pro 48 - CNT-000392,2023-11-29,Active
393,CNT-000393,AUD-SHU-2022-00393,Shure,Zone 900,14,36,2022-04-19,481.94,192.8,17,Assigned,Excellent,191,2025-04-18,False,Asset Shure Zone 900 - CNT-000393,2024-04-03,Active
394,CNT-000394,LAP-DEL-2022-00394,Dell,ThinkPad X1 Carbon,1,1,2022-01-17,1164.73,946.06,15,Active,Fair,77,2024-01-17,False,Asset Dell ThinkPad X1 Carbon - CNT-000394,2023-01-23,Active
395,CNT-000395,RCK-VER-2018-00395,Vertiv,NetShelter SX 42U,30,38,2018-08-12,1670.8,521.27,15,Active,Fair,64,2025-08-10,False,Asset Vertiv NetShelter SX 42U - CNT-000395,2023-04-05,Active
396,CNT-000396,SCN-CAN-2023-00396,Canon,fi-7300NX,19,45,2023-06-26,1551.09,761.0,37,Lost,Good,180,2026-06-25,True,Asset Canon fi-7300NX - CNT-000396,2023-11-04,Active
397,CNT-000397,DCK-KEN-2018-00397,Kensington,USB-C Docking Station,24,28,2018-01-25,300.48,241.54,8,Lost,Good,107,2020-01-25,False,Asset Kensington USB-C Docking Station - CNT-000397,2023-01-12,Active
398,CNT-000398,DKT-LEN-2018-00398,Lenovo,XPS Desktop,2,45,2018-06-18,1673.33,604.85,10,Active,Poor,57,2021-06-17,True,Asset Lenovo XPS Desktop - CNT-000398,2024-04-01,Active
399,CNT-000399,TAB-LEN-2024-00399,Lenovo,Surface Pro 9,8,37,2024-07-05,545.41,90.56,4,Maintenance,Poor,191,2026-07-05,True,Asset Lenovo Surface Pro 9 - CNT-000399,2023-09-26,Active
400,CNT-000400,PRJ-NEC-2024-00400,NEC,EH515T,13,42,2024-03-16,2457.54,1204.9,13,Maintenance,Good,147,2027-03-16,True,Asset NEC EH515T - CNT-000400,2023-09-10,Active
